timestamp,inc,id,session,temp_C,humid_%,iaq,iaq_acc
2018-06-30 19:11:48,59,6,12,21.32,63.19,26.63,1
2018-06-30 19:11:49,60,2,12,21.04,64.72,33.26,1
2018-06-30 19:12:06,61,4,13,21.75,61.27,25.0,1
2018-06-30 19:12:16,62,1,13,21.18,64.89,28.52,1
2018-06-30 19:12:16,63,3,13,21.67,62.87,30.3,1
2018-06-30 19:12:18,64,6,13,21.3,63.46,27.04,1
2018-06-30 19:12:19,65,2,13,21.0,64.79,28.02,1
2018-06-30 19:12:39,66,4,14,21.77,61.2,29.32,1
2018-06-30 19:12:46,67,3,14,21.68,62.79,26.03,1
2018-06-30 19:12:48,68,6,14,21.29,63.26,25.0,1
2018-06-30 19:12:49,69,1,14,21.14,64.83,25.0,1
2018-06-30 19:12:49,70,2,14,21.03,64.53,25.0,1
2018-06-30 19:13:09,71,4,15,21.77,61.08,25.94,1
2018-06-30 19:13:16,72,3,15,21.69,62.58,25.32,1
2018-06-30 19:13:19,73,2,15,21.06,64.47,25.28,1
2018-06-30 19:13:21,74,6,15,21.25,63.07,25.84,1
2018-06-30 19:13:22,75,1,15,21.15,64.85,26.17,1
2018-06-30 19:13:42,76,4,16,21.79,61.06,29.27,1
2018-06-30 19:13:46,77,3,16,21.7,62.66,27.48,1
2018-06-30 19:13:49,78,2,16,21.04,64.46,25.0,1
2018-06-30 19:13:51,79,6,16,21.29,63.65,27.73,1
2018-06-30 19:13:52,80,1,16,21.14,64.69,25.19,1
2018-06-30 19:14:12,81,4,17,21.83,61.0,28.01,1
2018-06-30 19:14:16,82,3,17,21.75,62.52,26.23,1
2018-06-30 19:14:22,83,1,17,21.23,64.72,25.0,1
2018-06-30 19:14:22,84,2,17,21.19,64.33,35.03,1
2018-06-30 19:14:24,85,6,17,21.32,63.12,27.38,1
2018-06-30 19:14:45,86,4,18,21.87,61.0,30.09,1
2018-06-30 19:14:46,87,3,18,21.78,62.54,27.31,1
2018-06-30 19:14:52,88,1,18,21.25,64.59,28.49,1
2018-06-30 19:14:52,89,2,18,21.11,64.24,25.0,1
2018-06-30 19:14:54,90,6,18,21.36,63.08,29.74,1
2018-06-30 19:15:15,91,4,19,21.9,60.86,29.04,1
2018-06-30 19:15:16,92,3,19,21.81,62.35,25.93,1
2018-06-30 19:15:22,93,1,19,21.25,64.48,25.98,1
2018-06-30 19:15:22,94,2,19,21.1,64.34,27.57,1
2018-06-30 19:15:27,95,6,19,21.37,63.02,25.53,1
2018-06-30 19:15:45,96,4,20,21.93,60.95,30.56,1
2018-06-30 19:15:46,97,3,20,21.85,62.28,26.42,1
2018-06-30 19:15:52,98,2,20,21.17,64.22,32.15,1
2018-06-30 19:15:55,99,1,20,21.36,64.47,29.43,1
2018-06-30 19:15:57,100,6,20,21.35,62.84,24.81,1
2018-06-30 19:16:16,101,3,21,21.89,62.14,29.01,1
2018-06-30 19:16:18,102,4,21,21.97,60.66,25.31,1
2018-06-30 19:16:22,103,2,21,21.16,64.01,25.0,1
2018-06-30 19:16:25,104,1,21,21.37,64.14,29.01,1
2018-06-30 19:16:27,105,6,21,21.37,62.99,27.41,1
2018-06-30 19:16:46,106,3,22,21.9,61.96,25.67,1
2018-06-30 19:16:51,107,4,22,22.07,60.17,25.47,1
2018-06-30 19:16:52,108,2,22,21.18,64.01,27.35,1
2018-06-30 19:16:55,109,1,22,21.38,64.05,27.1,1
2018-06-30 19:16:57,110,6,22,21.41,62.94,30.8,1
2018-06-30 19:17:16,111,3,23,21.93,61.96,27.54,1
2018-06-30 19:17:21,112,4,23,22.21,60.06,29.49,1
2018-06-30 19:17:22,113,2,23,21.21,63.98,28.48,1
2018-06-30 19:17:25,114,1,23,21.43,64.06,28.11,1
2018-06-30 19:17:27,115,6,23,21.41,62.86,30.35,1
2018-06-30 19:17:46,116,3,24,21.95,61.83,26.04,1
2018-06-30 19:17:51,117,4,24,22.32,59.48,26.73,1
2018-06-30 19:17:52,118,2,24,21.21,63.87,27.19,1
2018-06-30 19:17:55,119,1,24,21.42,63.95,26.81,1
2018-06-30 19:17:57,120,6,24,21.42,62.76,25.0,1
2018-06-30 19:18:16,121,3,25,21.95,61.83,27.46,1
2018-06-30 19:18:22,122,2,25,21.2,63.87,25.0,1
2018-06-30 19:18:24,123,4,25,22.46,59.06,28.48,1
2018-06-30 19:18:25,124,1,25,21.42,63.91,26.69,1
2018-06-30 19:18:30,125,6,25,21.41,62.78,26.85,1
2018-06-30 19:18:46,126,3,26,21.97,61.78,27.32,1
2018-06-30 19:18:52,127,2,26,21.19,63.97,25.0,1
2018-06-30 19:18:54,128,4,26,22.57,58.8,30.6,1
2018-06-30 19:18:58,129,1,26,21.39,63.9,25.0,1
2018-06-30 19:19:00,130,6,26,21.43,62.75,27.75,1
2018-06-30 19:19:16,131,3,27,21.99,61.74,30.61,1
2018-06-30 19:19:22,132,2,27,21.26,63.76,26.76,1
2018-06-30 19:19:24,133,4,27,22.67,58.52,31.34,1
2018-06-30 19:19:28,134,1,27,21.41,63.95,28.4,1
2018-06-30 19:19:33,135,6,27,21.45,62.85,30.74,1
2018-06-30 19:19:46,136,3,28,22.0,61.76,33.53,1
2018-06-30 19:19:52,137,2,28,21.24,63.89,29.13,1
2018-06-30 19:19:54,138,4,28,22.77,58.34,37.01,1
2018-06-30 19:20:01,139,1,28,21.41,63.99,27.82,1
2018-06-30 19:20:03,140,6,28,21.46,62.82,30.54,1
2018-06-30 19:20:16,141,3,29,22.01,61.77,33.26,1
2018-06-30 19:20:22,142,2,29,21.21,63.99,27.79,1
2018-06-30 19:20:24,143,4,29,22.85,58.14,35.62,1
2018-06-30 19:20:31,144,1,29,21.4,63.98,29.32,1
2018-06-30 19:20:33,145,6,29,21.42,62.78,25.0,1
2018-06-30 19:20:49,146,3,30,22.03,61.73,30.86,1
2018-06-30 19:20:52,147,2,30,21.22,64.01,30.82,1
2018-06-30 19:20:54,148,4,30,22.94,57.82,37.89,1
2018-06-30 19:21:04,149,1,30,21.4,64.01,26.11,1
2018-06-30 19:21:06,150,6,30,21.42,62.77,30.58,1
2018-06-30 19:21:19,151,3,31,67.92,106.9,30.5,1
2018-06-30 19:21:22,152,2,31,21.22,63.95,27.29,1
2018-06-30 19:21:27,153,4,31,23.02,57.53,34.73,1
2018-06-30 19:21:34,154,1,31,21.39,63.95,28.43,1
2018-06-30 19:21:36,155,6,31,21.44,62.77,31.44,1
2018-06-30 19:21:49,156,3,32,22.04,61.58,32.57,1
2018-06-30 19:21:52,157,2,32,21.27,63.75,25.71,1
2018-06-30 19:21:57,158,4,32,23.08,57.36,35.54,1
2018-06-30 19:22:06,159,6,32,21.44,62.87,33.32,1
2018-06-30 19:22:07,160,1,32,21.44,63.91,26.38,1
2018-06-30 19:22:19,161,3,33,22.05,61.58,28.98,1
2018-06-30 19:22:22,162,2,33,21.31,63.69,31.44,1
2018-06-30 19:22:27,163,4,33,23.15,57.38,38.98,1
2018-06-30 19:22:36,164,6,33,21.44,62.81,30.26,1
2018-06-30 19:22:37,165,1,33,21.55,63.97,30.38,1
2018-06-30 19:22:49,166,3,34,22.07,61.62,25.0,1
2018-06-30 19:22:55,167,2,34,21.33,63.64,34.41,1
2018-06-30 19:22:57,168,4,34,23.19,57.2,40.44,1
2018-06-30 19:23:06,169,6,34,21.46,62.77,27.44,1
2018-06-30 19:23:10,170,1,34,21.51,63.91,28.79,1
2018-06-30 19:23:19,171,3,35,22.08,61.52,30.41,1
2018-06-30 19:23:25,172,2,35,21.32,63.62,32.34,1
2018-06-30 19:23:27,173,4,35,23.18,57.16,36.97,1
2018-06-30 19:23:36,174,6,35,21.42,62.8,25.0,1
2018-06-30 19:23:40,175,1,35,21.47,63.81,26.97,1
2018-06-30 19:23:49,176,3,36,22.08,61.42,24.58,1
2018-06-30 19:23:55,177,2,36,21.33,63.54,27.83,1
2018-06-30 19:23:57,178,4,36,23.12,57.21,38.0,1
2018-06-30 19:24:06,179,6,36,21.44,62.84,25.64,1
2018-06-30 19:24:13,180,1,36,21.44,63.85,28.05,1
2018-06-30 19:24:19,181,3,37,22.08,61.47,30.36,1
2018-06-30 19:24:25,182,2,37,21.3,63.68,30.89,1
2018-06-30 19:24:27,183,4,37,23.06,57.4,36.96,1
2018-06-30 19:24:36,184,6,37,21.44,62.8,27.08,1
2018-06-30 19:24:43,185,1,37,21.42,63.82,25.2,1
2018-06-30 19:24:49,186,3,38,22.09,61.41,30.48,1
2018-06-30 19:24:55,187,2,38,21.32,63.48,24.1,1
2018-06-30 19:25:00,188,4,38,22.98,57.54,33.92,1
2018-06-30 19:25:06,189,6,38,21.44,62.78,27.25,1
2018-06-30 19:25:16,190,1,38,21.47,63.76,28.52,1
2018-06-30 19:25:19,191,3,39,22.1,61.36,27.38,1
2018-06-30 19:25:25,192,2,39,21.29,63.78,31.72,1
2018-06-30 19:25:30,193,4,39,22.92,57.73,33.81,1
2018-06-30 19:25:36,194,6,39,21.45,62.67,25.03,1
2018-06-30 19:25:46,195,1,39,21.47,63.83,27.44,1
2018-06-30 19:25:49,196,3,40,22.13,61.44,30.72,1
2018-06-30 19:25:55,197,2,40,21.25,63.94,32.59,1
2018-06-30 19:26:00,198,4,40,22.87,57.94,37.38,1
2018-06-30 19:26:06,199,6,40,21.44,62.62,26.63,1
2018-06-30 19:26:16,200,1,40,21.42,63.98,28.53,1
2018-06-30 19:26:22,201,3,41,22.15,61.41,33.6,1
2018-06-30 19:26:25,202,2,41,21.25,63.97,32.41,1
2018-06-30 19:26:30,203,4,41,22.83,58.07,32.73,1
2018-06-30 19:26:36,204,6,41,21.48,62.69,36.34,1
2018-06-30 19:26:46,205,1,41,21.39,63.99,30.23,1
2018-06-30 19:26:52,206,3,42,22.16,61.36,30.88,1
2018-06-30 19:26:55,207,2,42,21.24,63.99,30.52,1
2018-06-30 19:27:00,208,4,42,22.78,58.21,31.66,1
2018-06-30 19:27:06,209,6,42,21.51,62.78,40.88,1
2018-06-30 19:27:16,210,1,42,21.41,63.97,30.07,1
2018-06-30 19:27:25,211,2,43,21.26,63.95,29.75,1
2018-06-30 19:27:25,212,3,43,22.18,61.23,29.96,1
2018-06-30 19:27:30,213,4,43,22.75,58.26,35.61,1
2018-06-30 19:27:36,214,6,43,21.5,62.43,28.15,1
2018-06-30 19:27:46,215,1,43,21.43,63.91,29.65,1
2018-06-30 19:27:55,216,2,44,21.26,64.04,30.88,1
2018-06-30 19:27:55,217,3,44,22.2,61.33,31.32,1
2018-06-30 19:28:00,218,4,44,22.73,58.35,33.78,1
2018-06-30 19:28:06,219,6,44,21.56,62.46,32.76,1
2018-06-30 19:28:16,220,1,44,21.44,64.01,29.64,1
2018-06-30 19:28:25,221,2,45,21.27,63.95,28.76,1
2018-06-30 19:28:28,222,3,45,22.22,61.19,33.85,1
2018-06-30 19:28:33,223,4,45,22.71,58.41,31.51,1
2018-06-30 19:28:36,224,6,45,21.6,62.4,36.58,1
2018-06-30 19:28:49,225,1,45,21.46,63.97,31.37,1
2018-06-30 19:28:55,226,2,46,21.27,63.87,27.45,1
2018-06-30 19:28:58,227,3,46,22.24,61.11,32.54,1
2018-06-30 19:29:03,228,4,46,22.69,58.43,33.77,1
2018-06-30 19:29:09,229,6,46,21.62,62.4,39.16,1
2018-06-30 19:29:19,230,1,46,21.46,63.87,29.12,1
2018-06-30 19:29:28,231,2,47,21.26,63.93,25.03,1
2018-06-30 19:29:31,232,3,47,22.24,61.13,29.55,1
2018-06-30 19:29:33,233,4,47,22.68,58.45,35.06,1
2018-06-30 19:29:39,234,6,47,21.6,62.52,40.63,1
2018-06-30 19:29:49,235,1,47,21.45,63.81,26.5,1
2018-06-30 19:29:58,236,2,48,21.3,63.85,26.91,1
2018-06-30 19:30:03,237,4,48,22.64,58.57,30.03,1
2018-06-30 19:30:04,238,3,48,22.24,61.07,27.46,1
2018-06-30 19:30:12,239,6,48,21.57,62.27,35.76,1
2018-06-30 19:30:19,240,1,48,21.45,63.95,28.19,1
2018-06-30 19:30:28,241,2,49,21.25,64.04,29.47,1
2018-06-30 19:30:33,242,4,49,22.61,58.79,32.37,1
2018-06-30 19:30:37,243,3,49,22.22,61.22,25.7,1
2018-06-30 19:30:42,244,6,49,21.56,62.48,37.23,1
2018-06-30 19:30:49,245,1,49,21.43,63.92,26.82,1
2018-06-30 19:30:58,246,2,50,21.24,64.01,25.94,1
2018-06-30 19:31:06,247,4,50,22.57,58.72,28.36,1
2018-06-30 19:31:07,248,3,50,22.2,61.22,27.46,1
2018-06-30 19:31:15,249,6,50,21.53,62.49,35.09,1
2018-06-30 19:31:19,250,1,50,21.41,64.04,29.61,1
2018-06-30 19:31:31,251,2,51,21.24,64.15,32.98,1
2018-06-30 19:31:36,252,4,51,22.53,58.92,26.83,1
2018-06-30 19:31:40,253,3,51,22.17,61.31,27.76,1
2018-06-30 19:31:45,254,6,51,21.54,62.7,33.74,1
2018-06-30 19:31:49,255,1,51,21.37,63.99,26.76,1
2018-06-30 19:32:01,256,2,52,21.22,63.97,25.0,1
2018-06-30 19:32:06,257,4,52,22.49,58.91,26.87,1
2018-06-30 19:32:10,258,3,52,22.15,61.3,24.54,1
2018-06-30 19:32:18,259,6,52,21.48,62.57,28.48,1
2018-06-30 19:32:19,260,1,52,21.31,64.11,25.0,1
2018-06-30 19:32:34,261,2,53,21.23,63.91,28.68,1
2018-06-30 19:32:36,262,4,53,22.42,59.03,26.2,1
2018-06-30 19:32:40,263,3,53,22.13,61.31,29.3,1
2018-06-30 19:32:48,264,6,53,21.51,62.76,33.01,1
2018-06-30 19:32:49,265,1,53,21.3,64.23,29.68,1
2018-06-30 19:33:04,266,2,54,21.21,63.98,30.16,1
2018-06-30 19:33:06,267,4,54,22.4,59.09,27.36,1
2018-06-30 19:33:10,268,3,54,22.11,61.32,27.92,1
2018-06-30 19:33:19,269,1,54,21.29,64.19,29.01,1
2018-06-30 19:33:21,270,6,54,21.48,62.82,32.4,1
2018-06-30 19:33:37,271,2,55,21.17,64.33,34.8,1
2018-06-30 19:33:39,272,4,55,22.34,59.4,28.65,1
2018-06-30 19:33:40,273,3,55,22.09,61.46,30.29,1
2018-06-30 19:33:49,274,1,55,21.26,64.39,29.31,1
2018-06-30 19:33:51,275,6,55,21.47,62.8,29.27,1
2018-06-30 19:34:07,276,2,56,21.17,64.27,33.77,1
2018-06-30 19:34:10,277,3,56,22.07,61.57,31.85,1
2018-06-30 19:34:12,278,4,56,22.32,59.44,29.16,1
2018-06-30 19:34:19,279,1,56,21.22,64.54,29.86,1
2018-06-30 19:34:24,280,6,56,21.48,62.91,34.43,1
2018-06-30 19:34:37,281,2,57,21.16,64.28,28.56,1
2018-06-30 19:34:40,282,3,57,22.06,61.55,25.98,1
2018-06-30 19:34:42,283,4,57,22.3,59.54,28.08,1
2018-06-30 19:34:52,284,1,57,21.21,64.53,26.4,1
2018-06-30 19:34:57,285,6,57,21.47,62.93,29.97,1
2018-06-30 19:35:07,286,2,58,21.15,64.5,35.42,1
2018-06-30 19:35:12,287,4,58,22.27,59.71,27.64,1
2018-06-30 19:35:13,288,3,58,22.03,61.72,32.99,1
2018-06-30 19:35:22,289,1,58,21.19,64.69,31.44,1
2018-06-30 19:35:30,290,6,58,21.47,62.77,25.0,1
2018-06-30 19:35:37,291,2,59,21.14,64.47,33.61,1
2018-06-30 19:35:42,292,4,59,22.25,59.74,27.94,1
2018-06-30 19:35:43,293,3,59,22.02,61.76,30.56,1
2018-06-30 19:35:52,294,1,59,21.21,64.71,31.83,1
2018-06-30 19:36:00,295,6,59,21.45,62.67,29.29,1
2018-06-30 19:36:07,296,2,60,21.12,64.61,33.65,1
2018-06-30 19:36:12,297,4,60,22.23,59.9,26.97,1
2018-06-30 19:36:13,298,3,60,22.02,61.81,31.23,1
2018-06-30 19:36:22,299,1,60,21.2,64.76,30.26,1
2018-06-30 19:36:33,300,6,60,21.47,62.86,30.56,1
2018-06-30 19:36:37,301,2,61,21.15,64.53,35.14,1
2018-06-30 19:36:42,302,4,61,22.21,59.84,27.72,1
2018-06-30 19:36:46,303,3,61,22.0,61.88,30.68,1
2018-06-30 19:36:55,304,1,61,21.2,64.78,30.99,1
2018-06-30 19:37:03,305,6,61,21.47,63.05,34.32,1
2018-06-30 19:37:07,306,2,62,21.14,64.6,33.88,1
2018-06-30 19:37:12,307,4,62,22.21,59.97,27.77,1
2018-06-30 19:37:16,308,3,62,22.0,61.96,28.41,1
2018-06-30 19:37:25,309,1,62,21.2,64.79,29.12,1
2018-06-30 19:37:36,310,6,62,21.47,62.85,31.0,1
2018-06-30 19:37:37,311,2,63,21.13,64.61,33.45,1
2018-06-30 19:37:42,312,4,63,22.2,59.95,29.32,1
2018-06-30 19:37:46,313,3,63,22.01,61.95,33.12,1
2018-06-30 19:37:58,314,1,63,21.25,64.73,32.53,1
2018-06-30 19:38:06,315,6,63,21.43,62.75,29.52,1
2018-06-30 19:38:07,316,2,64,21.18,64.46,35.54,1
2018-06-30 19:38:15,317,4,64,22.2,60.17,33.23,1
2018-06-30 19:38:16,318,3,64,22.01,62.06,29.35,1
2018-06-30 19:38:28,319,1,64,21.28,64.86,32.82,1
2018-06-30 19:38:37,320,2,65,21.15,64.53,34.63,1
2018-06-30 19:38:39,321,6,64,21.45,62.92,30.53,1
2018-06-30 19:38:45,322,4,65,22.19,60.04,29.3,1
2018-06-30 19:38:46,323,3,65,22.0,61.95,30.05,1
2018-06-30 19:39:01,324,1,65,21.25,64.74,30.31,1
2018-06-30 19:39:07,325,2,66,21.17,64.55,36.4,1
2018-06-30 19:39:09,326,6,65,21.46,62.87,28.84,1
2018-06-30 19:39:15,327,4,66,22.18,60.12,31.06,1
2018-06-30 19:39:16,328,3,66,22.0,62.03,28.94,1
2018-06-30 19:39:31,329,1,66,21.24,64.78,30.3,1
2018-06-30 19:39:37,330,2,67,21.22,64.37,35.49,1
2018-06-30 19:39:39,331,6,66,21.46,62.93,28.76,1
2018-06-30 19:39:45,332,4,67,22.17,60.02,26.0,1
2018-06-30 19:39:49,333,3,67,21.99,61.9,29.96,1
2018-06-30 19:40:04,334,1,67,21.26,64.62,30.69,1
2018-06-30 19:40:07,335,2,68,21.28,63.99,29.61,1
2018-06-30 19:40:09,336,6,67,21.44,63.0,27.17,1
2018-06-30 19:40:15,337,4,68,22.16,59.93,26.56,1
2018-06-30 19:40:22,338,3,68,21.99,61.8,28.54,1
2018-06-30 19:40:34,339,1,68,21.27,64.52,29.83,1
2018-06-30 19:40:37,340,2,69,21.3,63.89,32.59,1
2018-06-30 19:40:39,341,6,68,21.48,62.85,28.3,1
2018-06-30 19:40:45,342,4,69,22.15,59.95,27.06,1
2018-06-30 19:40:55,343,3,69,22.0,61.72,29.72,1
2018-06-30 19:41:07,344,1,69,21.31,64.42,25.06,1
2018-06-30 19:41:09,345,6,69,21.45,62.7,25.0,1
2018-06-30 19:41:10,346,2,70,21.35,63.8,35.17,1
2018-06-30 19:41:15,347,4,70,22.16,59.97,27.66,1
2018-06-30 19:41:25,348,3,70,22.0,61.81,34.47,1
2018-06-30 19:41:37,349,1,70,21.36,64.51,31.3,1
2018-06-30 19:41:39,350,6,70,21.46,62.47,26.0,1
2018-06-30 19:41:40,351,2,71,21.4,63.76,39.19,1
2018-06-30 19:41:45,352,4,71,22.17,60.1,29.47,1
2018-06-30 19:41:55,353,3,71,22.0,61.96,32.83,1
2018-06-30 19:42:07,354,1,71,21.36,64.46,31.23,1
2018-06-30 19:42:09,355,6,71,21.49,62.57,34.29,1
2018-06-30 19:42:10,356,2,72,21.34,63.76,35.57,1
2018-06-30 19:42:18,357,4,72,22.16,59.88,30.17,1
2018-06-30 19:42:25,358,3,72,21.99,61.76,31.7,1
2018-06-30 19:42:37,359,1,72,21.35,64.26,28.27,1
2018-06-30 19:42:39,360,6,72,21.46,62.68,32.95,1
2018-06-30 19:42:40,361,2,73,21.31,63.83,34.53,1
2018-06-30 19:42:48,362,4,73,22.16,59.93,27.64,1
2018-06-30 19:42:55,363,3,73,22.0,61.81,31.08,1
2018-06-30 19:43:07,364,1,73,21.32,64.34,28.11,1
2018-06-30 19:43:09,365,6,73,21.42,62.41,26.7,1
2018-06-30 19:43:13,366,2,74,21.31,63.83,34.23,1
2018-06-30 19:43:21,367,4,74,22.17,59.97,28.27,1
2018-06-30 19:43:25,368,3,74,22.0,61.77,31.78,1
2018-06-30 19:43:37,369,1,74,21.37,64.3,29.5,1
2018-06-30 19:43:39,370,6,74,21.43,62.24,30.4,1
2018-06-30 19:43:43,371,2,75,21.39,63.41,30.15,1
2018-06-30 19:43:51,372,4,75,22.18,60.06,30.71,1
2018-06-30 19:43:55,373,3,75,22.02,61.87,31.8,1
2018-06-30 19:44:07,374,1,75,21.41,64.41,32.02,1
2018-06-30 19:44:09,375,6,75,21.47,62.12,32.67,1
2018-06-30 19:44:16,376,2,76,21.35,63.57,32.17,1
2018-06-30 19:44:24,377,4,76,22.18,59.64,25.48,1
2018-06-30 19:44:28,378,3,76,22.0,61.41,26.5,1
2018-06-30 19:44:37,379,1,76,21.4,64.1,28.72,1
2018-06-30 19:44:39,380,6,76,21.45,62.39,33.99,1
2018-06-30 19:44:46,381,2,77,21.36,63.39,28.83,1
2018-06-30 19:44:54,382,4,77,22.19,59.82,26.76,1
2018-06-30 19:44:58,383,3,77,22.01,61.62,26.82,1
2018-06-30 19:45:09,384,6,77,21.42,62.0,25.99,1
2018-06-30 19:45:10,385,1,77,21.48,64.1,27.88,1
2018-06-30 19:45:19,386,2,78,21.42,63.45,35.57,1
2018-06-30 19:45:27,387,4,78,22.19,59.73,27.58,1
2018-06-30 19:45:31,388,3,78,22.03,61.53,27.59,1
2018-06-30 19:45:39,389,6,78,21.44,62.08,32.38,1
2018-06-30 19:45:40,390,1,78,21.51,64.01,30.52,1
2018-06-30 19:45:49,391,2,79,21.53,63.13,40.86,1
2018-06-30 19:45:57,392,4,79,22.18,59.71,25.45,1
2018-06-30 19:46:01,393,3,79,22.03,61.42,27.03,1
2018-06-30 19:46:10,394,1,79,21.47,63.92,25.0,1
2018-06-30 19:46:12,395,6,79,21.45,62.06,35.14,1
2018-06-30 19:46:22,396,2,80,21.49,63.07,35.09,1
2018-06-30 19:46:27,397,4,80,22.17,59.72,25.0,1
2018-06-30 19:46:34,398,3,80,22.01,61.52,28.79,1
2018-06-30 19:46:40,399,1,80,21.43,63.87,25.98,1
2018-06-30 19:46:42,400,6,80,21.45,62.1,35.41,1
2018-06-30 19:46:52,401,2,81,21.42,63.21,25.21,1
2018-06-30 19:46:57,402,4,81,22.17,59.73,28.13,1
2018-06-30 19:47:04,403,3,81,22.01,61.44,31.88,1
2018-06-30 19:47:10,404,1,81,21.37,63.84,25.45,1
2018-06-30 19:47:12,405,6,81,21.43,62.06,34.41,1
2018-06-30 19:47:22,406,2,82,21.39,63.43,29.61,1
2018-06-30 19:47:27,407,4,82,22.15,59.74,28.87,1
2018-06-30 19:47:37,408,3,82,22.01,61.5,29.58,1
2018-06-30 19:47:40,409,1,82,21.38,63.98,27.69,1
2018-06-30 19:47:42,410,6,82,21.44,62.13,33.21,1
2018-06-30 19:47:52,411,2,83,21.38,63.31,29.4,1
2018-06-30 19:47:57,412,4,83,22.16,59.75,27.62,1
2018-06-30 19:48:10,413,1,83,21.41,64.06,30.7,1
2018-06-30 19:48:10,414,3,83,22.02,61.54,32.47,1
2018-06-30 19:48:15,415,6,83,21.47,62.01,34.18,1
2018-06-30 19:48:22,416,2,84,21.33,63.32,25.0,1
2018-06-30 19:48:27,417,4,84,22.16,59.56,29.83,1
2018-06-30 19:48:40,418,1,84,21.37,63.74,25.0,1
2018-06-30 19:48:43,419,3,84,22.01,61.27,26.22,1
2018-06-30 19:48:48,420,6,84,21.42,62.26,36.43,1
2018-06-30 19:48:52,421,2,85,21.31,63.39,25.29,1
2018-06-30 19:48:57,422,4,85,22.14,59.41,24.95,1
